"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miR_name","expression","significant"
"hsa-miR-365b-3p",503.292996446851,-0.105173686847345,0.147223466681796,-0.714381268270665,0.474991451651369,0.995349032638086,"hsa-miR-365b-3p","NS","grey80"
"hsa-miR-3661",12.5694269278508,-0.777018727954125,0.971903185003365,-0.799481614983528,0.42401120296008,0.995349032638086,"hsa-miR-3661","NS","grey80"
"hsa-miR-3684",13.3314583012898,0.23456038775497,0.68489927584389,0.342474282026301,0.73199399510845,0.995349032638086,"hsa-miR-3684","NS","grey80"
"hsa-miR-3685",5.62103740864069,0.677979642908486,1.15312268254291,0.587951007444743,0.55656517791592,0.995349032638086,"hsa-miR-3685","NS","grey80"
"hsa-miR-3691-5p",13.0224152614182,-1.05275631824949,0.987402329459688,-1.06618780089932,0.286338755590564,0.995349032638086,"hsa-miR-3691-5p","|log2FC| > 1","darkgreen"
"hsa-miR-370-5p",42.0441675710795,0.282660562041844,0.591887783446705,0.477557689053562,0.632965051615445,0.995349032638086,"hsa-miR-370-5p","NS","grey80"
"hsa-miR-374c-5p",478.760868515519,-0.113072509587043,0.189169890164747,-0.597729953157815,0.550020135868826,0.995349032638086,"hsa-miR-374c-5p","NS","grey80"
"hsa-miR-376a-5p",60.9779686522103,0.449492839012929,0.465739836412779,0.965115723136359,0.334486852491375,0.995349032638086,"hsa-miR-376a-5p","NS","grey80"
"hsa-miR-376b-5p",16.8254783825141,0.526798795903601,0.979331492618489,0.537916731846407,0.590634536533418,0.995349032638086,"hsa-miR-376b-5p","NS","grey80"
"hsa-miR-376b-3p",46.2194225363336,-0.260409031067948,0.487402496466492,-0.534279231140233,0.593148359172146,0.995349032638086,"hsa-miR-376b-3p","NS","grey80"
"hsa-miR-376c-5p",16.7826750805673,0.546649806303978,1.01138409550111,0.540496739800053,0.588854508736549,0.995349032638086,"hsa-miR-376c-5p","NS","grey80"
"hsa-miR-376c-3p",1366.28025923801,-0.0233896068423345,0.0830807587619283,-0.281528565589518,0.778305021517206,0.995349032638086,"hsa-miR-376c-3p","NS","grey80"
"hsa-miR-378a-5p",45.8525859944684,-0.409201476531139,0.539958581596684,-0.757838638884319,0.448547587936642,0.995349032638086,"hsa-miR-378a-5p","NS","grey80"
"hsa-miR-378a-3p",2407.88113097501,0.0534984673837707,0.0905071545348641,0.591096556495571,0.554455726993071,0.995349032638086,"hsa-miR-378a-3p","NS","grey80"
"hsa-miR-379-5p",2034.52914161626,0.053065565209779,0.0853460665689375,0.621769313374458,0.53409356705305,0.995349032638086,"hsa-miR-379-5p","NS","grey80"
"hsa-miR-380-3p",45.0849004891483,-0.380938719394644,0.630820595070797,-0.603878063543393,0.545924714162055,0.995349032638086,"hsa-miR-380-3p","NS","grey80"
"hsa-miR-381-5p",7.15323830430003,-0.858922923264492,1.5788856024464,-0.544005798731483,0.586437482500484,0.995349032638086,"hsa-miR-381-5p","NS","grey80"
"hsa-miR-382-5p",740.609487123373,0.0303574422130428,0.129906481127963,0.233686894983627,0.815228062384039,0.995349032638086,"hsa-miR-382-5p","NS","grey80"
"hsa-miR-382-3p",1056.55669102181,0.103587726976331,0.13113905360639,0.789907538049241,0.429581768777571,0.995349032638086,"hsa-miR-382-3p","NS","grey80"
"hsa-miR-3907",3.68546533462824,1.76912196638159,3.17614281493657,0.557003280224639,0.577525188026826,0.995349032638086,"hsa-miR-3907","|log2FC| > 1","darkgreen"
"hsa-miR-3911",11.1659440189865,1.09206560914577,1.13869090872803,0.959053594592812,0.337531746436138,0.995349032638086,"hsa-miR-3911","|log2FC| > 1","darkgreen"
"hsa-miR-3916",14.9288489980154,-0.351132412962643,0.773490214293234,-0.453958442491073,0.649858738153287,0.995349032638086,"hsa-miR-3916","NS","grey80"
"hsa-miR-3928-3p",63.95378109766,-0.224413756744607,0.409952692880908,-0.547413788570477,0.58409448440765,0.995349032638086,"hsa-miR-3928-3p","NS","grey80"
"hsa-miR-3929",61.0598787470251,0.29247288496998,0.412942949970621,0.708264628299837,0.478780938562331,0.995349032638086,"hsa-miR-3929","NS","grey80"
"hsa-miR-3934-5p",6.51514522940401,0.876609846651729,1.81452721573272,0.483106474816774,0.629020136928633,0.995349032638086,"hsa-miR-3934-5p","NS","grey80"
